year,type,sentence1,sentence2,similarity_score
2016,plagiarism,"In probability theory, Bayes' theorem relates the conditional and marginal probabilities of two random events.",Bayes' theorem is useful in evaluating the result of drug tests.,1
2016,plagiarism,"Outbound, links from your page to others.","Dangling, links to a page which has no links to others.",1
2016,plagiarism,Vector space representation results in the loss of the order which the terms are in the document.,"In vector space model, the documents from which the information is to be retrieved are represented as vectors.",1
2016,plagiarism,In computer science; dynamic programming is a way of solving problems consist of overlapping subproblems and optimal substructure.,"However, the key in Dynamic Programming is to determine the structure of optimal solutions.",3
2016,plagiarism,"If a term appears in the document, the terms value in the vector is non-zero.",Vector space representation results in the loss of the order which the terms are in the document.,1
2016,plagiarism,"In vector space model, the documents from which the information is to be retrieved are represented as vectors.","Finally, the order in which the terms appear in the document is lost in the vector space representation.",1
2016,plagiarism,"For instance, a finalized schedule of events at an exhibition is sometimes called a program.",The typical example could be of a finalized schedule of events at an exhibition.,3
2016,plagiarism,"Several different ways of computing these values, also known as (term) weights, have been developed.","Several different ways of computing these values, additionally known as (term) weights, have been developed.",5
2016,plagiarism,"If a term exists in a document, its value in the vector is not equal to zero.",If a term appears in the document then its value in the vector is non-zero.,5
2016,plagiarism,A hyperlink to a page counts as a vote of support.,A link to a page is seen as a vote of support.,5
2016,plagiarism,This means that inheritance is used when types have common factors and these would be put into the superclass.,The main problem is divided into sub problems which are solved and stored for future use.,0
2016,plagiarism,"Most of these languages provide an “extend” keyword, which is used to subclass another.","For example, a program could exist to model different forms of transport.",0
2016,plagiarism,"For instance, a finalized schedule of events at an exhibition is sometimes called a program.","For example, a schedule of events at an exhibition is sometimes called a programme.",5
2016,plagiarism,The value of a vector is non-zero if a term occurs in the document.,Each document is a vector where each word is a dimension.,1
2016,plagiarism,The theorem is often used when we have observations and wish to compute posterior probabilities.,It is often used to calculate posterior probabilities given observations.,4
2016,plagiarism,Other possible uses for vector space models are indexing and also to rank the relevancy of differing documents.,In this classic model the term specific weights in the document vectors are products of local and global parameters.,1
2016,plagiarism,The correct answer can be computed using Bayes' theorem.,Bayes' theorem is useful in evaluating the result of drug tests.,1
2016,plagiarism,• P(B|A) is the conditional probability of B given A.,"P(A|B) is the conditional probability of A, given B.",3
2016,plagiarism,Since the PageRank is the most important algorithms which is used in the Google engine.,The PageRank is a recursive algorithm used by Google to determine which webpages are more important than others.,3
2016,plagiarism,"Nevertheless, the patent is assigned to the University of Stanford and not to Google.","However, the patent is assigned to Stanford University and not to Google.",5
2016,plagiarism,This means that inheritance is used when types have common factors and these would be put into the superclass.,It is therefore used to create relationships between one object and another.,0
2016,plagiarism,In the vector space model a document is represented as a vector.,"A document is represented as a vector, and each dimension corresponds to a separate term.",3
2016,plagiarism,"P(B) is the prior or marginal probability of B, and acts to normalise the probability.",P(B) (a.k.a. the normalizing constant) is the prior or marginal probability of B.,4
2016,plagiarism,This can be useful when the number of times a word appears is not considered important.,The easiest way to look at inheritance is as an “…is a kind of” relationship.,0
2016,plagiarism,"In probability theory, Bayes' theorem relates the conditional and marginal probabilities of two random events.",Bayes' theorem relates the conditional and marginal probabilities of two random events.,4
2016,plagiarism,The definition of term depends on the application.,The definition of a term depends on the application.,5
2016,plagiarism,Break up the problem different smaller subproblems.,A problem with overlapping subproblems means that the same subproblems may be used to solve many different larger problems.,2
2016,plagiarism,Inheritance is a method of forming new classes using predefined classes.,Inheritance in object oriented programming is a way to form new classes using classes that have already been defined.,5
2016,plagiarism,So the same rule applies with keywords and indeed longer phrases.,"Single words, keywords and occasionally longer phrases are used for terms.",3
2016,plagiarism,There is also Conditional Probability which is usually interested in the way variables relate to each other.,The PageRank is a recursive algorithm used by Google to determine which webpages are more important than others.,0
2016,plagiarism,"Thus, the program is the best plan for action that is produced.","Thus, the ""program"" is the optimal plan for action that is produced.",5
2016,plagiarism,Inheritance is a basic concept in object oriented programming.,Inheritance in object oriented programming is a way to form new classes using classes that have already been defined.,3
2016,plagiarism,"Programming, in this sense, means finding an acceptable plan of action.","Programming, in this sense, means finding an acceptable plan, an algorithm.",4
2016,plagiarism,The vector space model has some limitations: 1.,The vector space model has several disadvantages.,4
2016,plagiarism,Using the vector space model for Information Retrieval models all pages and queries as high-dimensional sparse vectors.,A possible use for a vector space model is for retrieval and filtering of information.,4
2016,plagiarism,One of the most famous schemes is tf-idf weighting.,One of the best known schemes is tf-idf (term frequency-inverse document frequency) weighting.,4
2016,plagiarism,"A document is represented as a vector, with each dimension corresponding to a separate term.",A document has representation as a vector.,3
2016,plagiarism,Vector space representation results in the loss of the order which the terms are in the document.,The order in which terms appear in the document is lost in a vector space representation.,4
2016,plagiarism,P(A) is the probability of the student being a girl (which is 2/5).,What is the probability this student is a girl?,2
2016,plagiarism,The basic idea is to represent each document as a vector of certain weighted word frequencies.,"If a term appears in the document, the terms value in the vector is non-zero.",1
2016,plagiarism,"Therefore, the ""program"" is the optimal plan for action that is produced.","The ""program"" is the optimal plan for action that is produced.",5
2016,plagiarism,This is highly used in dynamic programming.,There are four steps in Dynamic Programming: 1.,2
2016,plagiarism,"Other ways of computing these values, or weights, have been developed.","Many different methods of calculating these values, sometimes known as (term) weights, have been developed.",4
2016,plagiarism,It is usually be used to compute posterior probabilities given observations.,It is used to compute posterior probabilities given observations.,4
2016,plagiarism,"In probability theory, Bayes' theorem relates the conditional and marginal probabilities of two random events.",Bayes Theorem is a mathematical formula used to calculate conditional probabilities.,3
2016,plagiarism,"P(B) is the prior or marginal probability of B, and acts as a normalizing constant.",P(B|A) is the conditional probability of B given A.,1
2016,plagiarism,"A website’s page rank, is how ‘important’ it is on the web.",A variation of the PageRank method bases the importance of a webpage on how many visits the page gets.,3
2016,plagiarism,In computer science; dynamic programming is a way of solving problems consist of overlapping subproblems and optimal substructure.,"Dynamic Programming is a very powerful mathematical technique, often utilised in programming, for solving optimization problems.",4
2016,plagiarism,The most popular is tf-idf weighting.,One of the most famous schemes is tf-idf weighting.,4
2016,plagiarism,"This method is used in the Google Toolbar, which reports back actual site visits to Google.","In order to prevent spamming, Google releases little information on the way in which a PageRank is calculated.",1
2016,plagiarism,"To achieve this, the programmer has to note generalisations and similarities about various aspects of the program.",Mathematicians use the word to describe a set of rules which anyone can follow to solve a problem.,0
2016,plagiarism,Construct an optimal solution from computed values.,The last point would be to construct an optimal solution from the computed values.,4
2016,plagiarism,"If the term doesn’t occur within the document, the value in the vector is zero.","If a term appears in the document, the terms value in the vector is non-zero.",3
2016,plagiarism,This is a much quicker method than other more naive methods.,The method takes much less time than naive methods.,4
2016,plagiarism,"P(B) is the prior or marginal probability of B, and acts to normalise the probability.","P(A), or the probability that the student is a girl regardless of any other information.",1
2016,plagiarism,Inheritance in object oriented programming is a way to form new classes using classes that have already been defined.,inheritance in object oriented programming is where a new class is formed using classes which have allready been defined.,4
2016,plagiarism,They also inherit the attributes and methods of its superclass.,The new classes are called derived classes and they inherit the behaviours and attributes of the base classes.,3
2016,plagiarism,A term which occurs in the document has a value in the vector of non-zero.,"A document is represented as a vector, with each dimension corresponding to a separate term.",2
2016,plagiarism,"If a term appears in the document, the terms value in the vector is non-zero.",A term which occurs in the document has a value in the vector of non-zero.,5
2016,plagiarism,The order in which terms appear in the document is lost in a vector space representation.,"In vector space model, the documents from which the information is to be retrieved are represented as vectors.",1
2016,plagiarism,The vector space model has some limitations: 1.,LIMITATION: There is some limitation of vector space model.,5
2016,plagiarism,"However, the vector space model has limitations.",The limitations of the vector space model are thus.,4
2016,plagiarism,The method can be abused when people deliberately link to sites in order to raise a site's PageRank.,Mathematicians use the word to describe a set of rules which anyone can follow to solve a problem.,0
2016,plagiarism,"When a document is represented as a vector, each dimension corresponds to a separate term.","To explain further vector space models, basically a document is characterized by a vector.",2
2016,plagiarism,The basic idea is to represent each document as a vector of certain weighted word frequencies.,A term which occurs in the document has a value in the vector of non-zero.,1
2016,plagiarism,"Programming, in this sense, means finding an acceptable plan of action.",Programming means finding a plan of action.,4
2016,plagiarism,Google’s payoff is that it gets to track the behaviour of actual users.,"After this, it is using this to pick the best overall path.",0
2016,plagiarism,This means that inheritance is used when types have common factors and these would be put into the superclass.,There is also Conditional Probability which is usually interested in the way variables relate to each other.,0
2016,plagiarism,Bayes’ theorem was names after Rev Thomas Bayes and is a method used in probability theory.,As a formal theorem Bayes theorem is valid in all common interpretations of probability.,3
2016,plagiarism,Dynamic Programming solves problems by combining the solutions of subproblems.,The key to Dynamic Programming is to find the structure of optimal solutions.,4
2016,plagiarism,Terms are basically the words or any indexing unit used to identify the contents of a text.,In this classic model the term specific weights in the document vectors are products of local and global parameters.,2
2016,plagiarism,The vector space model are the documents which are represented as “bags of words”.,"In vector space model, the documents from which the information is to be retrieved are represented as vectors.",2
2016,plagiarism,"Thus, the ""program"" is the optimal plan of action that is being produced.",The easiest way to look at inheritance is as an “…is a kind of” relationship.,0
2016,plagiarism,"To achieve this, the programmer has to note generalisations and similarities about various aspects of the program.",The advantage being the less time consumption in comparison to other amateur methods.,0
2016,plagiarism,Subclasses are said to extend or specialise their superclasses.,Subclasses are said to ‘extend’ superclasses.,4
2016,plagiarism,It is also called the posterior probability because it is derived from or depends upon the specified value of B.,It is also called the subsequent probability because it is derived from or depends upon the specified value of B.,3
2016,plagiarism,This can be useful when the number of times a word appears is not considered important.,It is mainly used to calculate the probability of one event’s outcome given that a previous event happened.,0
2016,plagiarism,Java allows object inheritance.,Inheritance is one of the basic concepts of Object Oriented Programming.,1
2016,plagiarism,Mathematicians use the word to describe a set of rules which anyone can follow to solve a problem.,"Instead, a new object is made to inherit properties of objects which already exist.",0
2016,plagiarism,Virtual attributes and methods can be shadowed/overridden.,In Java all attributes and methods are implicitly virtual.,1
2016,plagiarism,"One of the best known schemes is tf-idf weighting, proposed by Salton, Wong and Yang.",tf-idf weighting is one of the most well known schemes.,3
2016,plagiarism,In the vector space model a document is represented as a vector.,The vector space model are the documents which are represented as “bags of words”.,1
2016,plagiarism,The vector space model has the following limitations: 1.,LIMITATION: There is some limitation of vector space model.,3
2016,plagiarism,It is intended to help reuse existing code with little or no modification.,The idea of inheritance is to reuse the existing code with little or no modification at all.,3
2016,plagiarism,It is often used to compute posterior probabilities given observations.,The theorem is often used when we have observations and wish to compute posterior probabilities.,4
2016,plagiarism,"When any sub-problem is met again, it can be found and re-used to solve another problem.",It was intended to allow existing code to be used again with minimal or no alteration.,2
2016,plagiarism,The peropos of inheritance in object oriented programming is to minimize the reuse of existing code without modification.,In object oriented programming inheritance is also dependant on access level modifiers.,1
2016,plagiarism,Every dimension is precisely related to a separate term.,Each and every dimension corresponds to a separate term.,4
2016,plagiarism,The other method is the top down approach which is a method that combines memorization and recursion.,The easiest way to look at inheritance is as an “…is a kind of” relationship.,0
2016,plagiarism,"P(A), or the probability that the student is a girl regardless of any other information.",Later versions of PageRank (see the below formulas) would assume a probability distribution between 0 and 1.,0
2016,plagiarism,"When a document is represented as a vector, each dimension corresponds to a separate term.",The value of a vector is non-zero if a term occurs in the document.,1
2016,plagiarism,"To achieve this, the programmer has to note generalisations and similarities about various aspects of the program.",Terms are basically the words or any indexing unit used to identify the contents of a text.,0
2016,plagiarism,The vector space model are the documents which are represented as “bags of words”.,The limitations of the vector space model are thus.,2
2016,plagiarism,"The vector space model is one of these methods, and it is an algebraic model.","In vector space model, the documents from which the information is to be retrieved are represented as vectors.",1
2016,plagiarism,The vector space model has the following limitations: 1.,The vector space model has some limitations: 1.,5
2016,plagiarism,However an object cannot be cast to a class which is no relative of it.,Here by meaning that a program can be an optimal plan for the produced action.,0
2016,plagiarism,The vector is then constucted of the frequency of eacher word (dimension).,The basic idea is to represent each document as a vector of certain weighted word frequencies.,3
2016,plagiarism,"Typically terms are single words, keywords, or longer phrases.","Typically terms are keywords, single words or longer phrases.",5
2016,plagiarism,It does not take into account any information about B and therefore is considered “prior”.,"It doesn't take into account any information about B, so it is ""prior"".",5
2016,plagiarism,The PageRank depends on the PageRank rating and number of all pages that have links to it.,of a particular page is roughly based upon the quantity of inbound links as well as the PageRank?,3
2016,plagiarism,Construct an optimal solution from computed values.,Use these optimal solutions to construct an optimal solution for the original problem.,4
2016,plagiarism,"Single words, keywords and occasionally longer phrases are used for terms.","The number of unique words in the vocabulary denotes the dimensionality, if words are used for the terms.",3
2016,plagiarism,The vector space model has several disadvantages.,A document has representation as a vector.,1
2016,plagiarism,Every dimension is precisely related to a separate term.,"A document is represented as a vector, with each dimension corresponding to a separate term.",4
2016,plagiarism,This means that inheritance is used when types have common factors and these would be put into the superclass.,"Occasionally it is advantageous to differentiate between these uses, as it is not necessarily noticeable from context.",0
2016,plagiarism,This is highly used in dynamic programming.,The key to Dynamic Programming is to find the structure of optimal solutions.,2
2016,plagiarism,The idea of inheritance is to reuse the existing code with little or no modification at all.,The idea of inheritance in OOP refers to the formation of new classes with the already existing classes.,3
2016,plagiarism,The peropos of inheritance in object oriented programming is to minimize the reuse of existing code without modification.,"However, the key in Dynamic Programming is to determine the structure of optimal solutions.",1
2016,plagiarism,A document is represented as a vector and each dimension corresponds to a separate term.,"When a document is represented as a vector, each dimension corresponds to a separate term.",5
2016,plagiarism,It is valid in all common interpretations of probability.,"As an official theorem, Bayes' theorem is valid in all universal interpretations of probability.",3
2016,plagiarism,The order in which the terms appear in the document is lost in the vector space representation.,"If the term doesn’t occur within the document, the value in the vector is zero.",1
2016,plagiarism,"Since it is a formal theorem, Bayes' theorem holds in all popular interpretations of probability.","As a formal theorem, Bayes' theorem is valid in all common interpretations of probability.",5
2016,plagiarism,The methodology takes much less time rather than naive methods.,The method is more effiecent than naive methods.,5
2016,plagiarism,The most popular is tf-idf weighting.,One of the best known schemes is tf-idf (term frequency-inverse document frequency) weighting.,4
2016,plagiarism,This means that inheritance is used when types have common factors and these would be put into the superclass.,This can be useful when the number of times a word appears is not considered important.,0
2016,plagiarism,The value of a vector is non-zero if a term occurs in the document.,"If the term doesn’t occur within the document, the value in the vector is zero.",3
2016,plagiarism,The value of a vector is non-zero if a term occurs in the document.,The order in which the terms appear in the document is lost in the vector space representation.,1
2016,plagiarism,The way that a 'term' is defined depends on the application.,The easiest way to look at inheritance is as an “…is a kind of” relationship.,0
2016,plagiarism,The similarity measures largely identify the retrieval efficiency of a particular information retrieval system.,It is used in information retrieval and was first used in the SMART Information Retrieval System.,1
2016,plagiarism,"Typically terms are keywords, single words or longer phrases.","Single words, keywords and occasionally longer phrases are used for terms.",5
2016,plagiarism,"The vector space model is one of these methods, and it is an algebraic model.",The vector space model has the following limitations: 1.,1
2016,plagiarism,"Therefore, the ""program"" is the optimal plan for action that is produced.",Since the PageRank is the most important algorithms which is used in the Google engine.,0
2016,plagiarism,"• P(A|B) is the conditional probability of A, given B.",P(B) (a.k.a. the normalizing constant) is the prior or marginal probability of B.,1
2016,plagiarism,Construct an optimal solution from computed values.,Generate the optimal solution of these computed values,5
2016,plagiarism,The theorem is often used when we have observations and wish to compute posterior probabilities.,It is usually be used to compute posterior probabilities given observations.,4
2016,plagiarism,Generalise the structure of an optimal solution 2.,Use these optimal solutions to construct an optimal solution for the original problem.,1
2016,plagiarism,"The vector space model is one of these methods, and it is an algebraic model.",The vector space model has several disadvantages.,1
2016,plagiarism,"If the term doesn’t occur within the document, the value in the vector is zero.","Finally, the order in which the terms appear in the document is lost in the vector space representation.",1
2016,plagiarism,"When a document is represented as a vector, each dimension corresponds to a separate term.",In the vector space model a document is represented as a vector.,3
2016,plagiarism,Overlapping subproblems means that the same subproblems are used to solve many different larger problems.,A problem with overlapping subproblems means that the same subproblems may be used to solve many different larger problems.,4
2016,plagiarism,The differing application has a direct influence on what the definition of the term means.,Terms are basically the words or any indexing unit used to identify the contents of a text.,2
2016,plagiarism,The differing application has a direct influence on what the definition of the term means.,The definition of term is dependent on the application.,4
2016,plagiarism,Inheritance is an important feature in object orientated programming.,The peropos of inheritance in object oriented programming is to minimize the reuse of existing code without modification.,3
2016,plagiarism,"In probability theory, the prior and conditional probabilities of two random events are related by Bayes' theorem.",Bayes' Theorem is a theorem of probability theory originally stated by the Reverend Thomas Bayes.,1
2016,plagiarism,"Without a proof of correctness, such an algorithm is likely to fail.",However an object cannot be cast to a class which is no relative of it.,0
2016,plagiarism,So in essence it is a popularity contest between WebPages.,It is essentially a popularity meter.,3
2016,plagiarism,"Several different ways of computing these values, additionally known as (term) weights, have been developed.",Several different ways have been developed of calculating these values (also known as term weights).,5
2016,plagiarism,The other method is the top down approach which is a method that combines memorization and recursion.,Since the PageRank is the most important algorithms which is used in the Google engine.,0
2016,plagiarism,The order in which terms appear in the document is lost in a vector space representation.,"If a term occurs in the document, the value will be non-zero in the vector.",1
2016,plagiarism,The method takes much less time than naive methods.,And thus the method takes much less time than more naive methods.,4
2016,plagiarism,Inheritance is one of the basic concepts of Object Oriented Programming.,In object oriented programming inheritance is also dependant on access level modifiers.,1
2016,plagiarism,"As a formal theorem, Bayes' theorem is valid in all common interpretations of probability.",Bayes theorem can be used to compute the probability that a proposed diagnosis is correct.,2
2016,plagiarism,"Thus, the program is the best plan for action that is produced.","After this, it is using this to pick the best overall path.",0
2016,plagiarism,The basic idea is to represent each document as a vector of certain weighted word frequencies.,In the vector space model a document is represented as a vector.,3
2016,plagiarism,"Object oriented programming is a style of programming that supports encapsulation, inheritance, and polymorphism.",Inheritance is a basic concept in object oriented programming.,3
2016,plagiarism,The vector space model has some limitations: 1.,The limitations of the vector space model are thus.,3
2016,plagiarism,It is mainly used to calculate the probability of one event’s outcome given that a previous event happened.,It is also called the posterior probability because it is derived from or depends upon the specified value of B.,2
2016,plagiarism,The theorem is often used when we have observations and wish to compute posterior probabilities.,Bayes theorem can be used to compute the probability that a proposed diagnosis is correct.,3
2016,plagiarism,This can be useful when the number of times a word appears is not considered important.,It has no relationship to computer programming; instead it is a process of finding a satisfactory algorithm.,0
2016,plagiarism,"In probability theory, Bayes' theorem relates the conditional and marginal probabilities of two random events.","In probability theory, the prior and conditional probabilities of two random events are related by Bayes' theorem.",4
2016,plagiarism,One of the best known schemes is tf-idf weighting (see the example below).,"One of the best known schemes is tf-idf weighting, proposed by Salton, Wong and Yang.",3
2016,plagiarism,It is therefore used to create relationships between one object and another.,"It also provides a way to generalize du to the ""is a"" relationship between classes.",3
2016,plagiarism,"Then, using this, the best overall path can be found, thereby demonstrating the dynamic programming principle.","The further down an inheritance tree you get, the more specific the classes become.",0
2016,plagiarism,"When a document is represented as a vector, each dimension corresponds to a separate term.",A document has representation as a vector.,3
2016,plagiarism,"To achieve this, the programmer has to note generalisations and similarities about various aspects of the program.","It is similar to divide and conquer, however is differentiated as its subproblems are not independent.",0
2016,plagiarism,"The further down an inheritance tree you get, the more specific the classes become.",The differing application has a direct influence on what the definition of the term means.,0
2016,plagiarism,The algebraic model for representing text documents and objects as vectors of identifiers is called the vector space model.,The limitations of the vector space model are thus.,2
2016,plagiarism,"In general, dynamic programming is used on optimisation problems, where the most efficient solution is needed.","However, the key in Dynamic Programming is to determine the structure of optimal solutions.",5
2016,plagiarism,"It is used in information filtering, information retrieval, indexing and relevancy rankings.",A possible use for a vector space model is for retrieval and filtering of information.,2
2016,plagiarism,The easiest way to look at inheritance is as an “…is a kind of” relationship.,"It also provides a way to generalize du to the ""is a"" relationship between classes.",0
2016,plagiarism,This means that inheritance is used when types have common factors and these would be put into the superclass.,"It is ""prior"" in the sense that it does not take into account any information about B.",0
2016,plagiarism,This means that inheritance is used when types have common factors and these would be put into the superclass.,The method can be abused when people deliberately link to sites in order to raise a site's PageRank.,0
2016,question-question,How do I make a height adjustable desk?,How can I build a wall mounted adjustable height desk?,4
2016,question-question,How can I find out why my washing machine trips the outlet?,How can I figure out why my washing machine is tripping the GFCI receptacle?,4
2016,question-question,Should I use IRA money to pay down my student loans?,Should I cash out my IRA to pay my student loans?,5
2016,question-question,What is the best way to repair a cracked bathtub?,What is the best way to fix this garage floor?,0
2016,question-question,What's the best way to store asparagus?,What's the best way to store unused sushi rice?,0
2016,question-question,"What are the bus (coach) connections from Thessaloniki, Greece to Tbilisi, Georgia?","Is there a bus from Tbilisi, Georgia to Thessaloniki, Greece?",4
2016,question-question,How can I replace a ceiling fan light pull chain?,How can I replace my light fixture with a ceiling fan?,2
2016,question-question,How can I connect additional wires to a receptacle?,How do I connect the wires to this USB receptacle?,3
2016,question-question,What kind of socket is this?,What type of faucet is this?,0
2016,question-question,What is the difference between a stock and a bond?,What is the difference between a mode and a scale?,0
2016,question-question,How do I maintain a good relationship with my old boss after being promoted?,How do I maintain a good relationship with an employer after resigning?,2
2016,question-question,How do I keep an egg from cracking while being boiled?,How do I prevent an egg cracking while hard boiling it?,5
2016,question-question,How can I prepare this old exterior wall for painting?,How do I prepare this porous interior wall for paint?,3
2016,question-question,Why is there no water in the kitchen?,Why is there no hot water in the kitchen?,3
2016,question-question,What more can I do to improve my credit score?,Can I pay a collection agency in a way that will improve my credit score?,3
2016,question-question,How do I track investment performance in Quicken across rollovers?,How do I track 401k rollovers in Quicken?,4
2016,question-question,Can I ask a company what I should wear to an interview?,What should I ask as an applicant in a job interview?,2
2016,question-question,How do you remove mold from a tent?,How do I remove mildew from a tent?,5
2016,question-question,U.S. income tax & charitable donations: How much is income tax reduced by donations?,UK income tax & charitable donations: How much is income tax reduced by donations?,2
2016,question-question,Bar ware - What kind of glass is this?,What kind of glass is this?,3
2016,question-question,Would a Colombian citizen with Canadian residency need a transit visa for the UK?,Will I Need a Transit visa or ESTA for the US as a Canadian?,1
2016,question-question,Do I need to apply for a UK transit visa when I have a visitor visa?,"Do I need a UK airside transit visa, if I already have a UK visitor visa?",4
2016,question-question,Is it possible to replace a switch with a receptacle?,Is it safe to replace a switch with a dimmer on halogen spots?,1
2016,question-question,Do I really need a redundant sump pump?,Do I need to install a sump pump?,3
2016,question-question,Layover at Narita for 3 hours. Do i need a transit visa?,"Layover at Narita, Japan. Do I need a transit visa?",4
2016,question-question,Can I connect two load lines to a GFCI receptacle?,How can I connect additional wires to a receptacle?,2
2016,question-question,How can I work out how valuable I am to my boss and company?,How can I convince my boss I am the right person to lead a future team?,3
2016,question-question,How do I replace a broken halogen bulb in the recessed light in my bathroom?,How can I replace the bulb in this ceiling fan?,2
2016,question-question,Do I need to apply for ESTA?,Flying from California to Texas: do I need ESTA?,3
2016,question-question,How should I patch a popcorn ceiling?,Should I replace or patch a plaster ceiling?,2
2016,question-question,What do I do if a professor at a foreign university doesn't respond to my emails?,What should I do if a professor says she doesn't understand my questions in office hours?,2
2016,question-question,How can I keep my dog from barking when I don't know what he's barking at?,How do I stop my dog from barking at people through the fence?,2
2016,question-question,Travelling to Romania for 4 days by Schengen visa issued by Germany?,Travelling to Romania on a short stay Schengen visa issued by France?,2
2016,question-question,Is it ok to apply for more than one Phd student program?,Is it advisable to apply to more than one PhD program?,4
2016,question-question,What is the professional way to follow up with a manager for project opportunity?,What is the professional way to deal with my manager's boss?,2
2016,question-question,What is the best way to toast pecans?,What is the best way to introduce cats to newborns?,0
2016,question-question,What is the best way to repair a cracked bathtub?,What is the best way to clean a grater?,0
2016,question-question,What is the best way to store fresh berries?,What is the best way to store chopped vegetables?,1
2016,question-question,What is the best way to store fresh berries?,What is the best way to store carrots?,1
2016,question-question,What is the best way to store fresh berries?,What is the best way to cite an anonymous writer?,0
2016,question-question,How do I remove paint from a wood floor?,How can I remove small paint specks from a wooden floor?,4
2016,question-question,Why is compensation so much higher in the US than in Western Europe on average?,Why is interest on MMA lower in the US than in Europe?,2
2016,question-question,What could be wrong with my air conditioner?,What could be wrong with my A/C unit?,5
2016,question-question,What is the significance of the cat?,What is the significance of the abstract painting?,2
2016,question-question,Should I let potential employers know I have a job offer?,Should I tell my boss I have a full time job offer?,3
2016,question-question,How do I repair water-damaged hardwood floors?,How can I repair my floors' finish?,3
2016,question-question,What could be causing water pressure to build up after changing my under sink filter?,What could be causing water to back up into my bathroom basin?,2
2016,question-question,Where can I find a good vocabulary list?,Where can I find a complete list of Freddie Green chords?,0
2016,question-question,Glue underlayment to concrete: how long does it take to cure?,How long should it take concrete to fully cure?,3
2016,question-question,Does this beginning hook the reader?,Does my story beginning hook the reader? (dialogue + narration)?,4
2016,question-question,How can I remove a really stuck screw?,How can I remove this screw?,4
2016,question-question,Is it better to request a recommendation letter in person after class or by email?,Is it appropriate to ask a professor via e-mail for a letter of recommendation?,3
2016,question-question,What can I eat the night before to help me get up in the morning?,What trigger do you use to get up early in the morning?,2
2016,question-question,I have a Schengen visa but my UAE Residence visa cancelled. Can I still travel then?,Can I travel to the UK if my Schengen visa expired?,3
2016,question-question,What could be causing my GFCI to trip?,What could be causing GFCI breakers and receptacles to trip?,4
2016,question-question,How do I convert a ceiling fan with 2 separate wall switches to a separate fan & light switch?,How do I wire 2 switches to control a ceiling light?,2
2016,question-question,How long does cooked TVP keep in the fridge?,How long will uncooked chicken keep in the fridge?,1
2016,question-question,How can I get my colleagues to stop interrupting me?,How can I get my colleague to stop calling me over to his desk when he wants my help?,4
2016,question-question,What is the difference between assertive and non-assertive words?,What is the difference between portamento and glissando?,0
2016,question-question,"After a job interview, is it inappropriate if I want to talk to an employee in private?",When (if ever) in the interview process is it appropriate to recommend a colleague?,2
2016,question-question,What if I don't have enough work sample for an interview?,What should I do if I have an idea but can't work on it immediately?,0
2016,question-question,How do you remove paint from hair?,How do I remove paint from pipes?,2
2016,question-question,Is my U.S. driver's license valid in Europe?,Is Greek driver's license valid in the US?,2
2016,question-question,What is the best way to store fresh berries?,What is the best way to filter the Turkish coffee?,0
2016,question-question,Is it safe to leave butter at room temperature?,How do I know if food left at room temperature is still safe to eat?,2
2016,question-question,How do I remove paint from a wood floor?,How do I remove a thick layer of paint from tiles?,2
2016,question-question,How do I remove paint from a wood floor?,How can I remove paint from a deck?,3
2016,question-question,How do I remove paint from a wood floor?,How do I remove paint from pipes?,1
2016,question-question,how to blackout a large bedroom window on a budget?,How can I thoroughly blackout a bedroom window on a budget?,4
2016,question-question,What language does this look like?,What is this language?,5
2016,question-question,What type of pants are good for weight lifting?,What is good workout attire for weight lifting?,4
2016,question-question,What is the best way to clean your clothes dryer exhaust?,What is the best way to clean a grater?,0
2016,question-question,What more can I do to improve my credit score?,What can I realistically do to raise my credit score?,5
2016,question-question,How can I remove a really stuck screw?,How can I remove paint from slotted screw heads?,1
2016,question-question,"What causes these chips in a cement brick wall, and how can I fix them?",What are these holes in my concrete wall and how can I mount things to them?,2
2016,question-question,What could be causing my toilet to back up?,What could be causing water to back up into my bathroom basin?,2
2016,question-question,What is the difference between a Rollover IRA and a Roth IRA?,"What are the differences between a ""traditional"" IRA and a Roth IRA?",4
2016,question-question,How to deal with the child when both the parents are not on the same page?,How to deal with the toddler when me and my partner are not on the same page?,4
2016,question-question,How do I reconnect a ceiling fan light chain?,How do I wire a replacement ceiling fan?,1
2016,question-question,How do I pump up water pressure in my shower?,How can I fix low water pressure in one shower?,4
2016,question-question,Greek type D visa: Can I travel to other Schengen countries?,Can I go to visit Schengen countries with visa type D-mult?,4
2016,question-question,How should I store eggs in the refrigerator?,How long can I store cooked rice in the refrigerator?,1
2016,question-question,What can I do about out of square rough opening for new windows?,What can I do about a Rough opening that is REALLY out of square?,4
2016,question-question,What's the best way to store potatoes and maximize their shelf-life?,What's the best way to store asparagus?,1
2016,question-question,How to bake a chicken?,How to truss a chicken?,2
2016,question-question,What is the best way to treat feline ringworm?,What is the best way to clean a grater?,0
2016,question-question,What kind of spider web is this - and how do I get rid of it?,What are these bugs and how do I get rid of them?,2
2016,question-question,What's the best way to seal around this faucet?,What's the best way to store asparagus?,0
2016,question-question,How to remove construction adhesive from concrete?,How do I remove adhesive from outdoor concrete deck that is textured?,4
2016,question-question,What is the difference between a stock and a bond?,What is the difference between a riff and a lick?,0
